player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Vince Carter,https://www.basketball-reference.com/players/c/cartevi01.html,"Shooting Guard, Small Forward, and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard, Small Forward, and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Daytona Beach, Florida
us",UNC,"Mainland in Daytona Beach, Florida","Golden State Warriors, 1st round (5th pick, 5th overall), 1998 NBA Draft","February 5, 1999",1541,16.7,4.3,3.1,43.5,,79.8,48.9
Wendell Carter Jr.,https://www.basketball-reference.com/players/c/cartewe01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Duke,"Pace Academy in Atlanta, Georgia","Chicago Bulls, 1st round (7th pick, 7th overall), 2018 NBA Draft","October 18, 2018",334,12.2,8.4,2.0,51.6,,72.8,55.7
Michael Carter-Williams,https://www.basketball-reference.com/players/c/cartemi01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Hamilton, Massachusetts
us",Syracuse,"St. Andrew's School in Barrington, Rhode Island","Philadelphia 76ers, 1st round (11th pick, 11th overall), 2013 NBA Draft","October 30, 2013",395,10.2,4.3,4.3,40.2,,70.5,42.6
D.J. Carton,https://www.basketball-reference.com/players/c/cartodj01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,P,,"Bettendorf in Bettendorf, Iowa",,"February 22, 2024",8,1.8,1.0,0.8,26.7,,83.3,30.0
Bill Cartwright,https://www.basketball-reference.com/players/c/cartwbi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Lodi, California
us",San Francisco,"Elk Grove in Elk Grove, California","New York Knicks, 1st round (3rd pick, 3rd overall), 1979 NBA Draft","October 12, 1979",963,13.2,6.3,1.4,52.5,,77.1,52.5
Jay Carty,https://www.basketball-reference.com/players/c/cartyja01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,West Pla,Oregon State,"Burroughs in Ridgecrest, California","St. Louis Hawks, 6th round (3rd pick, 48th overall), 1962 NBA Draft","October 25, 1968",28,2.7,2.1,0.4,38.2,,72.7,
Alex Caruso,https://www.basketball-reference.com/players/c/carusal01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"College Station, Texas
us",Texas A&M,"A&M Consolidated in College Station, Texas",,"October 19, 2017",383,6.7,2.9,2.8,43.6,,75.1,52.8
Cornelius Cash,https://www.basketball-reference.com/players/c/cashco01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Macon, Mississippi
us",Bowling Green,,"Milwaukee Bucks, 2nd round (6th pick, 24th overall), 1975 NBA Draft","October 22, 1976",6,3.5,2.7,0.2,39.1,,50.0,
Sam Cash,https://www.basketball-reference.com/players/c/cashsa01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,,,"Pacific in San Bernadino, California","Cleveland Cavaliers, 5th round (3rd pick, 66th overall), 1972 NBA Draft",,7,2.9,2.7,0.0,22.2,,70.6,22.2
Sam Cassell,https://www.basketball-reference.com/players/c/cassesa01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Baltimore, Maryland
us",Florida State,,"Houston Rockets, 1st round (24th pick, 24th overall), 1993 NBA Draft","November 5, 1993",993,15.7,3.2,6.0,45.4,,86.1,48.0
Omri Casspi,https://www.basketball-reference.com/players/c/casspom01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Holon, Israel
il",,,"Sacramento Kings, 1st round (23rd pick, 23rd overall), 2009 NBA Draft","October 28, 2009",588,7.9,4.0,1.1,45.4,,67.8,52.0
Stephon Castle,https://www.basketball-reference.com/players/c/castlst01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Cov,UConn,"Newton in Covington, Georgia","San Antonio Spurs, 1st round (4th pick, 4th overall), 2024 NBA Draft","October 24, 2024",29,11.4,2.6,3.8,38.6,,72.8,43.6
Colin Castleton,https://www.basketball-reference.com/players/c/castlco01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Pembroke P,,"Father Lopez in Daytona Beach, Florida",,"November 4, 2023",24,1.4,0.8,0.1,50.0,,100.0,50.0
Harvey Catchings,https://www.basketball-reference.com/players/c/catchha01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Jackson, Mississippi
us",Hardin-Simmons University,"Jim Hill in Jackson, Mississippi","Philadelphia 76ers, 9th round (1st pick, 138th overall), 1973 NBA Draft, and Philadelphia 76ers, 3rd round (6th pick, 42nd overall), 1974 NBA Draft","October 18, 1974",725,3.2,5.0,0.8,43.5,,64.7,43.5
Terry Catledge,https://www.basketball-reference.com/players/c/catlete01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Houston, Mississippi
us",University of South Alabama,"Houston in Houston, Mississippi","Philadelphia 76ers, 1st round (21st pick, 21st overall), 1985 NBA Draft","October 26, 1985",515,12.7,6.4,0.9,48.5,,65.4,48.5
Sid Catlett,https://www.basketball-reference.com/players/c/catlesi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Wash,Notre Dame,"DeMatha Catholic in Hyattsville, Maryland","Cincinnati Royals, 4th round (4th pick, 55th overall), 1971 NBA Draft","November 3, 1971",9,0.7,0.4,0.1,22.2,,22.2,
Kelvin Cato,https://www.basketball-reference.com/players/c/catoke01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",,"Lithonia in Lithonia, Georgia","Dallas Mavericks, 1st round (15th pick, 15th overall), 1997 NBA Draft","October 31, 1997",541,5.5,5.3,0.5,50.7,,64.4,50.7
Bobby Cattage,https://www.basketball-reference.com/players/c/cattabo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Huntsville, Alabama
us",Auburn,"J.O. Johnson in Huntsville, Alabama","Utah Jazz, 8th round (4th pick, 165th overall), 1981 NBA Draft","October 30, 1981",78,3.1,1.4,0.1,40.4,,76.5,40.6
Willie Cauley-Stein,https://www.basketball-reference.com/players/c/caulewi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Spearville, Kansas
us",Kentucky,"Olathe Northwest in Olathe, Kansas","Sacramento Kings, 1st round (6th pick, 6th overall), 2015 NBA Draft","October 28, 2015",422,8.7,5.9,1.4,54.4,,61.2,54.5
Troy Caupain,https://www.basketball-reference.com/players/c/caupatr01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Cincinnati,"Cosby in Midlothian, Virginia",,"December 31, 2018",4,2.5,0.8,1.0,50.0,,-,62.5
Duane Causwell,https://www.basketball-reference.com/players/c/causwdu01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Queens Village, New York
us",Temple,"Benjamin Cardozo in Bayside, New York","Sacramento Kings, 1st round (18th pick, 18th overall), 1990 NBA Draft","November 2, 1990",541,4.9,4.2,0.4,50.7,,61.8,50.8
Tyler Cavanaugh,https://www.basketball-reference.com/players/c/cavanty01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Syracuse, New York
us",George Washington,"Jamesville-DeWitt in DeWitt, New York",,"November 5, 2017",50,3.8,2.7,0.6,43.2,,82.6,53.4
Ron Cavenall,https://www.basketball-reference.com/players/c/cavenro01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Beaumont, Texas
us",Texas Southern,"Charlton-Pollard in Beaumont, Texas",,"November 10, 1984",58,1.4,2.9,0.3,33.7,,54.5,33.7
Ahmad Caver,https://www.basketball-reference.com/players/c/caverah01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Old Dominion,,,"January 5, 2022",1,2.0,0.0,0.0,100.0,,-,100.0
Malcolm Cazalon,https://www.basketball-reference.com/players/c/cazalma01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Roanne, France
fr",,,,"November 5, 2023",1,0.0,0.0,0.0,-,,-,-
Cedric Ceballos,https://www.basketball-reference.com/players/c/cebalce01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Maui, Hawaii
us",Cal State Fullerton,"Dominguez in Compton, California","Phoenix Suns, 2nd round (21st pick, 48th overall), 1990 NBA Draft","November 2, 1990",609,14.3,5.3,1.2,50.0,,75.3,51.8
John Celestand,https://www.basketball-reference.com/players/c/celesjo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Houston, Texas
us",Villanova,"Piscataway in Piscataway, New Jersey","Los Angeles Lakers, 2nd round (1st pick, 30th overall), 1999 NBA Draft","November 15, 1999",16,2.3,0.7,1.3,33.3,,83.3,35.6
Al Cervi,https://www.basketball-reference.com/players/c/cervial01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Buffalo, New York
us",,"East in Buffalo, New York",,"November 3, 1949",202,7.9,1.8,3.2,35.9,,83.9,
Lionel Chalmers,https://www.basketball-reference.com/players/c/chalmli01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Albany, New York
us",Xavier,"Albany in Albany, New York","Los Angeles Clippers, 2nd round (4th pick, 33rd overall), 2004 NBA Draft","November 3, 2004",36,3.1,0.9,1.4,33.6,,62.5,38.4
Mario Chalmers,https://www.basketball-reference.com/players/c/chalmma01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Anchorage, Alaska
us",Kansas,"Bartlett in Anchorage, Alaska","Minnesota Timberwolves, 2nd round (4th pick, 34th overall), 2008 NBA Draft","October 29, 2008",646,8.9,2.5,3.7,41.7,,79.3,49.8
Bill Chamberlain,https://www.basketball-reference.com/players/c/chambbi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,,UNC,"Long Island Lutheran in Brookville, New York","Golden State Warriors, 3rd round (13th pick, 43rd overall), 1972 NBA Draft","January 27, 1974 ▪ ABA Debut: October 13, 1972",78,5.3,2.5,1.4,41.0,,65.2,41.3
Wilt Chamberlain,https://www.basketball-reference.com/players/c/chambwi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Kansas,"Overbrook in Philadelphia, Pennsylvania","Philadelphia Warriors, 1st round (3rd pick, 3rd overall), 1959 NBA Draft (territorial selection)","October 24, 1959",1045,30.1,22.9,4.4,54.0,,51.1,
Jerry Chambers,https://www.basketball-reference.com/players/c/chambje01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Wash,,"Eastern in Washington, District of Columbia","Los Angeles Lakers, 1st round (7th pick, 7th overall), 1966 NBA Draft","October 18, 1966 ▪ ABA Debut: October 13, 1972",320,8.3,3.2,0.8,44.0,,77.4,44.0
Tom Chambers,https://www.basketball-reference.com/players/c/chambto01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ogden, Utah
us",Utah,"Fairview in Boulder, Colorado","San Diego Clippers, 1st round (8th pick, 8th overall), 1981 NBA Draft","October 31, 1981",1107,18.1,6.1,2.1,46.8,,80.7,47.6
Julian Champagnie,https://www.basketball-reference.com/players/c/champju02.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Staten Island, New York
us",St. John's,"Bishop Loughlin Memorial in Brooklyn, New York",,"November 22, 2022",121,8.6,3.4,1.3,42.3,,83.9,55.1
Justin Champagnie,https://www.basketball-reference.com/players/c/champju01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",Pitt,"Bishop Loughlin Memorial in Brooklyn, New York",,"October 22, 2021",67,4.2,3.1,0.7,45.6,,78.9,53.1
Mike Champion,https://www.basketball-reference.com/players/c/champmi01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Everett, Wash",Gonzaga,"Everett in Everett, Washington",,"March 3, 1989",2,0.0,0.0,0.0,0.0,,-,0.0
Kennedy Chandler,https://www.basketball-reference.com/players/c/chandke01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Cordova, Tennessee
us",Tennessee,,"San Antonio Spurs, 2nd round (8th pick, 38th overall), 2022 NBA Draft","October 22, 2022",36,2.2,1.1,1.6,42.2,,46.2,43.4
Tyson Chandler,https://www.basketball-reference.com/players/c/chandty01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Hanford, California
us",,"Dominguez in Compton, California","Los Angeles Clippers, 1st round (2nd pick, 2nd overall), 2001 NBA Draft","October 31, 2001",1160,8.2,9.0,0.8,59.7,,64.4,59.7
Wilson Chandler,https://www.basketball-reference.com/players/c/chandwi01.html,"Small Forward, Power Forward, and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward, Power Forward, and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Benton Harbor, Michigan
us",DePaul,"Benton Harbor in Benton Harbor, Michigan","New York Knicks, 1st round (23rd pick, 23rd overall), 2007 NBA Draft","November 13, 2007",676,12.5,5.3,1.8,44.3,,77.0,50.2
Don Chaney,https://www.basketball-reference.com/players/c/chanedo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Baton Rouge, Louisiana
us",Houston,"McKinley in Baton Rouge, Louisiana","Boston Celtics, 1st round (12th pick, 12th overall), 1968 NBA Draft","December 26, 1968 ▪ ABA Debut: October 24, 1975",790,8.4,4.0,2.2,43.6,,77.6,43.7
John Chaney,https://www.basketball-reference.com/players/c/chanejo01.html,"Forward/Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward/Center


  
  ▪
  
  
  
  
  Right",,,,,,"Zachary, Louisiana
us",LSU,"Zachary in Zachary, Louisiana",,"November 9, 1949",16,4.4,-,1.3,29.1,,69.0,
Rex Chapman,https://www.basketball-reference.com/players/c/chapmre01.html,"Shooting Guard and Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Bowl,Kentucky,"Apollo in Owensboro, Kentucky","Charlotte Hornets, 1st round (8th pick, 8th overall), 1988 NBA Draft","November 4, 1988",666,14.6,2.5,2.7,43.0,,80.0,47.7
Wayne Chapman,https://www.basketball-reference.com/players/c/chapmwa01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Owensboro, Kentucky
us",Western Kentucky,"Daviess County in Owensboro, Kentucky","Philadelphia 76ers, 16th round (4th pick, 156th overall), 1967 NBA Draft, and Baltimore Bullets, 9th round (4th pick, 110th overall), 1968 NBA Draft",,206,7.0,2.5,1.5,38.3,,69.1,39.3
Len Chappell,https://www.basketball-reference.com/players/c/chapple01.html,"Power Forward, Center, and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward, Center, and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Portage, Pennsylvania
us",Wake Forest,"Portage in Portage, Pennsylvania","Syracuse Nationals, 1st round (5th pick, 5th overall), 1962 NBA Draft","October 20, 1962 ▪ ABA Debut: October 15, 1971",670,9.3,5.1,0.8,45.2,,69.7,45.2
Ken Charles,https://www.basketball-reference.com/players/c/charlke01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Tr,Fordham,"Brooklyn Prep in Brooklyn, New York","Buffalo Braves, 3rd round (3rd pick, 38th overall), 1973 NBA Draft","October 9, 1973",322,8.5,2.0,2.5,44.1,,78.9,
Lorenzo Charles,https://www.basketball-reference.com/players/c/charllo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Brooklyn, New York
us",NC State,"Brooklyn Tech in Brooklyn, New York","Atlanta Hawks, 2nd round (17th pick, 41st overall), 1985 NBA Draft","October 25, 1985",36,3.4,1.1,0.2,55.7,,66.7,55.7
Joe Chealey,https://www.basketball-reference.com/players/c/chealjo01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Orlando, Florida
us",College of Charleston,"Apopka in Apopka, Florida",,"January 30, 2019",5,0.8,0.0,0.4,10.0,,100.0,10.0
Calbert Cheaney,https://www.basketball-reference.com/players/c/cheanca01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Evansville, Indiana
us",Indiana,"Harrison in Evansville, Indiana","Washington Bullets, 1st round (6th pick, 6th overall), 1993 NBA Draft","November 5, 1993",825,9.5,3.2,1.7,46.6,,69.1,48.0
Zylan Cheatham,https://www.basketball-reference.com/players/c/cheatzy01.html,"Small Forward and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Phoenix, Arizona
us",,"South Mountain in Phoenix, Arizona",,"November 16, 2019",5,2.4,1.8,0.6,50.0,,-,50.0
Maurice Cheeks,https://www.basketball-reference.com/players/c/cheekma01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",West Texas A&M University,"DuSable in Chicago, Illinois","Philadelphia 76ers, 2nd round (14th pick, 36th overall), 1978 NBA Draft","October 13, 1978",1101,11.1,2.8,6.7,52.3,,79.3,52.6
Phil Chenier,https://www.basketball-reference.com/players/c/cheniph01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Berkeley, California
us",California,"Berkeley in Berkeley, California","Baltimore Bullets, 4th overall in the 
  1971 Supplemental Hardship Draft","October 15, 1971",578,17.2,3.6,3.0,44.4,,80.6,44.5
Will Cherry,https://www.basketball-reference.com/players/c/cherrwi01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Oakland, California
us",Montana,"McClymonds in Oakland, California",,"November 7, 2014",8,1.9,0.6,1.0,26.3,,50.0,31.6
Derrick Chievous,https://www.basketball-reference.com/players/c/chievde01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Missouri,"Holy Cross in Flushing, New York","Houston Rockets, 1st round (16th pick, 16th overall), 1988 NBA Draft","November 4, 1988",154,7.1,2.4,0.7,44.3,,75.5,44.8
Pete Chilcutt,https://www.basketball-reference.com/players/c/chilcpe01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Sumter, South Carol",UNC,"Tuscaloosa Academy in Tuscaloosa, Alabama","Sacramento Kings, 1st round (27th pick, 27th overall), 1991 NBA Draft","November 1, 1991",584,4.3,3.3,0.8,44.1,,69.6,48.1
Josh Childress,https://www.basketball-reference.com/players/c/childjo01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Harbor City, California
us",Stanford,"Mayfair in Lakewood, California","Atlanta Hawks, 1st round (6th pick, 6th overall), 2004 NBA Draft","November 3, 2004",391,9.1,4.7,1.6,52.2,,77.9,54.2
Randolph Childress,https://www.basketball-reference.com/players/c/childra01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Wash,Wake Forest,,"Detroit Pistons, 1st round (19th pick, 19th overall), 1995 NBA Draft","November 3, 1995",51,2.4,0.5,1.0,32.8,,80.0,40.3
Chris Childs,https://www.basketball-reference.com/players/c/childch01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Bakersfield, California
us",Boise State,"Foothill in Bakersfield, California",,"December 27, 1994",541,6.9,2.4,4.9,40.3,,81.6,46.1
Chris Chiozza,https://www.basketball-reference.com/players/c/chiozch01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",Florida,"White Station in Memphis, Tennessee",,"March 24, 2019",91,3.3,1.3,2.4,35.3,,80.0,44.6
Leroy Chollet,https://www.basketball-reference.com/players/c/chollle01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New Orleans, Louisiana
us",Canisius,"Holy Cross in New Orleans, Louisiana",,"November 3, 1949",63,2.9,1.1,0.8,29.1,,62.7,
Ulrich Chomche,https://www.basketball-reference.com/players/c/chomcul01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Baham, Cameroon
cm",,,"Memphis Grizzlies, 2nd round (27th pick, 57th overall), 2024 NBA Draft","October 23, 2024",3,0.7,1.3,0.3,50.0,,-,50.0
Jim Chones,https://www.basketball-reference.com/players/c/choneji01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,Rac,Marquette,"St. Catherine in Racine, Wisconsin","Los Angeles Lakers, 2nd round (13th pick, 31st overall), 1973 NBA Draft","October 18, 1974 ▪ ABA Debut: October 13, 1972",788,12.5,8.2,1.6,47.8,,68.0,47.8
Marquese Chriss,https://www.basketball-reference.com/players/c/chrisma01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Sacramento, California
us",Washington,"Pleasant Grove in Elk Grove, California","Sacramento Kings, 1st round (8th pick, 8th overall), 2016 NBA Draft","October 26, 2016",292,7.6,4.7,1.0,45.6,,66.7,50.0
Fred Christ,https://www.basketball-reference.com/players/c/chrisfr01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Glendale, New York
us",Fordham,"Saint Francis Prep in Queens, New York",,"November 2, 1954",6,3.3,1.3,1.2,27.8,,90.9,
Cal Christensen,https://www.basketball-reference.com/players/c/chrisca01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Toledo, Ohio
us",Toledo,"Macomber in Toledo, Ohio","Tri-Cities Blackhawks, 5th round (4th pick, 52nd overall), 1950 NBA Draft","November 2, 1950",291,5.2,5.5,1.6,33.0,,60.6,
Bob Christian,https://www.basketball-reference.com/players/c/chrisbo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,,Grambling State University,,"Atlanta Hawks, 8th round (10th pick, 109th overall), 1969 NBA Draft","October 21, 1970 ▪ ABA Debut: October 19, 1969",248,3.8,4.1,0.8,48.5,,70.4,48.5
Cam Christie,https://www.basketball-reference.com/players/c/chrisca02.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Arl,Minnesota,"Rolling Meadows in Rolling Meadows, Illinois","Los Angeles Clippers, 2nd round (16th pick, 46th overall), 2024 NBA Draft","December 4, 2024",1,5.0,3.0,0.0,28.6,,-,35.7
Doug Christie,https://www.basketball-reference.com/players/c/chrisdo01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Seattle, Wash",Pepperdine,"Rainier Beach in Seattle, Washington","Seattle SuperSonics, 1st round (17th pick, 17th overall), 1992 NBA Draft","March 12, 1993",827,11.2,4.1,3.6,42.6,,82.1,47.9
Max Christie,https://www.basketball-reference.com/players/c/chrisma02.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Arl,Michigan State,"Rolling Meadows in Rolling Meadows, Illinois","Los Angeles Lakers, 2nd round (5th pick, 35th overall), 2022 NBA Draft","October 18, 2022",137,4.5,2.1,0.8,42.5,,83.6,51.8
